DatePaid;TrackingNumber;Location;LocationName;OSS360_PaymentType;BankName;Montant Total
11/09/2020;L05_01_20200911_41745;L05;Agence Principale;Espèces;UBA BANK;20171
11/09/2020;L05_01_20200911_41779;L05;Agence Principale;Espèces;UBA BANK;1343440
14/09/2020;L05_01_20200914_41820;L05;Agence Principale;Espèces;UBA BANK;3923587
15/09/2020;L05_01_20200915_41854;L05;Agence Principale;Espèces;BGFI BANK;3111800
16/09/2020;L05_01_20200916_41909;L05;Agence Principale;Espèces;UBA BANK;1673472
17/09/2020;L05_01_20200917_41937;L05;Agence Principale;Espèces;BGFI BANK;1749550
18/09/2020;L05_01_20200918_42003;L05;Agence Principale;Espèces;UBA BANK;2474879
21/09/2020;L05_01_20200921_42062;L05;Agence Principale;Espèces;UBA BANK;2904652
22/09/2020;L05_01_20200922_42092;L05;Agence Principale;Espèces;BGFI BANK;2442319
23/09/2020;L05_01_20200923_42119;L05;Agence Principale;Espèces;UBA BANK;1646248
24/09/2020;L05_01_20200924_42185;L05;Agence Principale;Espèces;BGFI BANK;1506051
25/09/2020;L05_01_20200925_42220;L05;Agence Principale;Espèces;UBA BANK;1234830
28/09/2020;L05_01_20200928_42271;L05;Agence Principale;Espèces;UBA BANK;3668556
29/09/2020;L05_01_20200929_42320;L05;Agence Principale;Espèces; BGFI BANK                              ;2235902
30/09/2020;L05_01_20200930_42372;L05;Agence Principale;Espèces;UBA BANK;2524568
01/10/2020;L05_01_20201001_42426;L05;Agence Principale;Espèces;BGFI BANK;1952730
02/10/2020;L05_01_20201002_42464;L05;Agence Principale;Espèces;UBA BANK;2003873
05/10/2020;L05_01_20201005_42512;L05;Agence Principale;Espèces;UBA BANK;2370866
06/10/2020;L05_01_20201006_42543;L05;Agence Principale;Espèces;BGFI BANK;3163004
07/10/2020;L05_01_20201007_42619;L05;Agence Principale;Espèces;UBA BANK;4499993
08/10/2020;L05_01_20201008_42654;L05;Agence Principale;Espèces;BGFI BANK;1177644
09/10/2020;L05_01_20201009_42694;L05;Agence Principale;Espèces;UBA BANK;1182013
09/09/2020;L05_02_20200909_41669;L05;Agence Principale;Chèque BGFI         ;UBA BANK;52930
09/09/2020;L05_02_20200909_41669;L05;Agence Principale;Chèque BICIG        ;UBA BANK;678804
09/09/2020;L05_02_20200909_41669;L05;Agence Principale;Chèque ORABANK      ;UBA BANK;39331
09/09/2020;L05_02_20200909_41669;L05;Agence Principale;Chèque UBA          ;UBA BANK;235290
09/09/2020;L05_02_20200909_41669;L05;Agence Principale;Chèque UGB          ;UBA BANK;764542
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;938854
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;558346
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque ECOBANK      ;BGFI BANK;822985
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;282353
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque UBA          ;BGFI BANK;3601971
10/09/2020;L05_02_20200910_41712;L05;Agence Principale;Chèque UGB          ;BGFI BANK;820198
11/09/2020;L05_02_20200911_41753;L05;Agence Principale;Chèque BGFI         ;UBA BANK;236105
11/09/2020;L05_02_20200911_41753;L05;Agence Principale;Chèque BICIG        ;UBA BANK;166038
11/09/2020;L05_02_20200911_41753;L05;Agence Principale;Chèque CDC          ;UBA BANK;1200044
11/09/2020;L05_02_20200911_41753;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;115987
11/09/2020;L05_02_20200911_41753;L05;Agence Principale;Chèque UGB          ;UBA BANK;171347
14/09/2020;L05_02_20200914_41824;L05;Agence Principale;Chèque BGFI         ;UBA BANK;1304474
14/09/2020;L05_02_20200914_41824;L05;Agence Principale;Chèque BICIG        ;UBA BANK;136143
14/09/2020;L05_02_20200914_41824;L05;Agence Principale;Chèque UGB          ;UBA BANK;234328
15/09/2020;L05_02_20200915_41838;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;8437540
15/09/2020;L05_02_20200915_41838;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;4226086
15/09/2020;L05_02_20200915_41838;L05;Agence Principale;Chèque UGB          ;BGFI BANK;4440537
16/09/2020;L05_02_20200916_41906;L05;Agence Principale;Chèque BICIG        ;UBA BANK;169870
16/09/2020;L05_02_20200916_41906;L05;Agence Principale;Chèque ORABANK      ;UBA BANK;532825
16/09/2020;L05_02_20200916_41906;L05;Agence Principale;Chèque UGB          ;UBA BANK;306585
17/09/2020;L05_02_20200917_41933;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;160369
17/09/2020;L05_02_20200917_41933;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;32463028
17/09/2020;L05_02_20200917_41933;L05;Agence Principale;Chèque ECOBANK      ;BGFI BANK;101977
17/09/2020;L05_02_20200917_41933;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;3327696
17/09/2020;L05_02_20200917_41933;L05;Agence Principale;Chèque UGB          ;BGFI BANK;234661
18/09/2020;L05_02_20200918_41985;L05;Agence Principale;Chèque BGFI         ;UBA BANK;4107857
18/09/2020;L05_02_20200918_41985;L05;Agence Principale;Chèque BICIG        ;UBA BANK;44000
18/09/2020;L05_02_20200918_41985;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;24850
18/09/2020;L05_02_20200918_41985;L05;Agence Principale;Chèque ORABANK      ;UBA BANK;2199899
18/09/2020;L05_02_20200918_41985;L05;Agence Principale;Chèque UGB          ;UBA BANK;284001
21/09/2020;L05_02_20200921_42061;L05;Agence Principale;Chèque BGFI         ;UBA BANK;24671418
21/09/2020;L05_02_20200921_42061;L05;Agence Principale;Chèque BICIG        ;UBA BANK;14185028
21/09/2020;L05_02_20200921_42061;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;63231
21/09/2020;L05_02_20200921_42061;L05;Agence Principale;Chèque ORABANK      ;UBA BANK;45000
21/09/2020;L05_02_20200921_42061;L05;Agence Principale;Chèque UGB          ;UBA BANK;25213
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;4418907
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;492015
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque CDC          ;BGFI BANK;108633
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque CITIGROUP    ;BGFI BANK;1734488
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque UBA          ;BGFI BANK;963559
22/09/2020;L05_02_20200922_42095;L05;Agence Principale;Chèque UGB          ;BGFI BANK;183543
23/09/2020;L05_02_20200923_42115;L05;Agence Principale;Chèque BGFI         ;UBA BANK;18303302
23/09/2020;L05_02_20200923_42115;L05;Agence Principale;Chèque BICIG        ;UBA BANK;702011
23/09/2020;L05_02_20200923_42115;L05;Agence Principale;Chèque UGB          ;UBA BANK;27777065
24/09/2020;L05_02_20200924_42161;L05;Agence Principale;Chèque UGB          ;BGFI BANK;3021446
25/09/2020;L05_02_20200925_42208;L05;Agence Principale;Chèque BGFI         ;UBA BANK;412724
25/09/2020;L05_02_20200925_42208;L05;Agence Principale;Chèque CITIGROUP    ;UBA BANK;318468
25/09/2020;L05_02_20200925_42208;L05;Agence Principale;Chèque UGB          ;UBA BANK;1270230
28/09/2020;L05_02_20200928_42273;L05;Agence Principale;Chèque BGFI         ;UBA BANK;196876
28/09/2020;L05_02_20200928_42273;L05;Agence Principale;Chèque BICIG        ;UBA BANK;50000
28/09/2020;L05_02_20200928_42273;L05;Agence Principale;Chèque CITIGROUP    ;UBA BANK;1550001
29/09/2020;L05_02_20200929_42301;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;830733
29/09/2020;L05_02_20200929_42301;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;1500000
29/09/2020;L05_02_20200929_42301;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;78001
29/09/2020;L05_02_20200929_42301;L05;Agence Principale;Chèque UGB          ;BGFI BANK;172445
30/09/2020;L05_02_20200930_42347;L05;Agence Principale;Chèque BICIG        ;UBA BANK;30254
30/09/2020;L05_02_20200930_42347;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;8953130
30/09/2020;L05_02_20200930_42347;L05;Agence Principale;Chèque UGB          ;UBA BANK;348910
01/10/2020;L05_02_20201001_42397;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;45381
01/10/2020;L05_02_20201001_42397;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;1408007
01/10/2020;L05_02_20201001_42397;L05;Agence Principale;Chèque CDC          ;BGFI BANK;127431
01/10/2020;L05_02_20201001_42397;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;25211
01/10/2020;L05_02_20201001_42397;L05;Agence Principale;Chèque UGB          ;BGFI BANK;122388
02/10/2020;L05_02_20201002_42441;L05;Agence Principale;Chèque BGFI         ;UBA BANK;855797
02/10/2020;L05_02_20201002_42441;L05;Agence Principale;Chèque BICIG        ;UBA BANK;100847
02/10/2020;L05_02_20201002_42441;L05;Agence Principale;Chèque UBA          ;UBA BANK;3552956
02/10/2020;L05_02_20201002_42441;L05;Agence Principale;Chèque UGB          ;UBA BANK;63231
05/10/2020;L05_02_20201005_42497;L05;Agence Principale;Chèque BGFI         ;UBA BANK;3666847
05/10/2020;L05_02_20201005_42497;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;225880
05/10/2020;L05_02_20201005_42497;L05;Agence Principale;Chèque UGB          ;UBA BANK;244831
06/10/2020;L05_02_20201006_42550;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;1732419
06/10/2020;L05_02_20201006_42550;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;5309336
06/10/2020;L05_02_20201006_42550;L05;Agence Principale;Chèque CDC          ;BGFI BANK;169121
06/10/2020;L05_02_20201006_42550;L05;Agence Principale;Chèque CITIGROUP    ;BGFI BANK;479510
06/10/2020;L05_02_20201006_42550;L05;Agence Principale;Chèque UGB          ;BGFI BANK;4016744
07/10/2020;L05_02_20201007_42620;L05;Agence Principale;Chèque BGFI         ;UBA BANK;1143059
07/10/2020;L05_02_20201007_42620;L05;Agence Principale;Chèque BICIG        ;UBA BANK;909321
07/10/2020;L05_02_20201007_42620;L05;Agence Principale;Chèque UGB          ;UBA BANK;1423172
08/10/2020;L05_02_20201008_42659;L05;Agence Principale;Chèque BGFI         ;BGFI BANK;102220
08/10/2020;L05_02_20201008_42659;L05;Agence Principale;Chèque BICIG        ;BGFI BANK;3863757
08/10/2020;L05_02_20201008_42659;L05;Agence Principale;Chèque ORABANK      ;BGFI BANK;133144
08/10/2020;L05_02_20201008_42659;L05;Agence Principale;Chèque UGB          ;BGFI BANK;209121
09/10/2020;L05_02_20201009_42671;L05;Agence Principale;Chèque BGFI         ;UBA BANK;168193
09/10/2020;L05_02_20201009_42671;L05;Agence Principale;Chèque BICIG        ;UBA BANK;145523
09/10/2020;L05_02_20201009_42671;L05;Agence Principale;Chèque CITIGROUP    ;UBA BANK;139072
09/10/2020;L05_02_20201009_42671;L05;Agence Principale;Chèque ECOBANK      ;UBA BANK;63231
09/10/2020;L05_02_20201009_42671;L05;Agence Principale;Chèque UGB          ;UBA BANK;607437
07/10/2020;L05_08_20201007_42580;L05;Agence Principale;TPE                                     ;UBA BANK;50422
09/09/2020;L06_01_20200909_41684;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1141682
10/09/2020;L06_01_20200910_41708;L06;Agence Nzeng Ayong;Espèces;CITIBANK;542293
11/09/2020;L06_01_20200911_41755;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1024116
14/09/2020;L06_01_20200914_41805;L06;Agence Nzeng Ayong;Espèces;UBA BANK;749152
15/09/2020;L06_01_20200915_41846;L06;Agence Nzeng Ayong;Espèces;CITIBANK;1015057
16/09/2020;L06_01_20200916_41892;L06;Agence Nzeng Ayong;Espèces;UBA BANK;534469
17/09/2020;L06_01_20200917_41960;L06;Agence Nzeng Ayong;Espèces;CITIBANK;607132
18/09/2020;L06_01_20200918_41994;L06;Agence Nzeng Ayong;Espèces;UBA BANK;977966
21/09/2020;L06_01_20200921_42042;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1724905
22/09/2020;L06_01_20200922_42097;L06;Agence Nzeng Ayong;Espèces;CITIBANK;1122931
23/09/2020;L06_01_20200923_42117;L06;Agence Nzeng Ayong;Espèces;UBA BANK;589940
24/09/2020;L06_01_20200924_42171;L06;Agence Nzeng Ayong;Espèces;CITIBANK;852724
25/09/2020;L06_01_20200925_42209;L06;Agence Nzeng Ayong;Espèces;        UBA BANK                        ;909487
28/09/2020;L06_01_20200928_42260;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1332960
29/09/2020;L06_01_20200929_42323;L06;Agence Nzeng Ayong;Espèces;CITIBANK;1638231
30/09/2020;L06_01_20200930_42351;L06;Agence Nzeng Ayong;Espèces;UBA BANK;2013835
01/10/2020;L06_01_20201001_42408;L06;Agence Nzeng Ayong;Espèces;CITIBANK;1706906
02/10/2020;L06_01_20201002_42472;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1183684
05/10/2020;L06_01_20201005_42514;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1248284
06/10/2020;L06_01_20201006_42546;L06;Agence Nzeng Ayong;Espèces;CITIBANK;857053
07/10/2020;L06_01_20201007_42602;L06;Agence Nzeng Ayong;Espèces;UBA BANK;1278204
08/10/2020;L06_01_20201008_42634;L06;Agence Nzeng Ayong;Espèces;CITIBANK;692997
09/10/2020;L06_01_20201009_42679;L06;Agence Nzeng Ayong;Espèces;UBA BANK;722043
11/09/2020;L06_02_20200911_41750;L06;Agence Nzeng Ayong;Chèque BGFI         ;UBA BANK;30254
17/09/2020;L06_02_20200917_41954;L06;Agence Nzeng Ayong;Chèque BICIG        ;CITIBANK;154397
22/09/2020;L06_02_20200922_42077;L06;Agence Nzeng Ayong;Chèque BGFI         ;CITIBANK;130900
24/09/2020;L06_02_20200924_42163;L06;Agence Nzeng Ayong;Chèque ORABANK      ;CITIBANK;0
24/09/2020;L06_02_20200924_42163;L06;Agence Nzeng Ayong;Chèque UBA          ;CITIBANK;0
29/09/2020;L06_02_20200929_42316;L06;Agence Nzeng Ayong;Chèque UGB          ;CITIBANK;45381
01/10/2020;L06_02_20201001_42394;L06;Agence Nzeng Ayong;Chèque BGFI         ;CITIBANK;45000
01/10/2020;L06_02_20201001_42394;L06;Agence Nzeng Ayong;Chèque BICIG        ;CITIBANK;140462
07/10/2020;L06_02_20201007_42596;L06;Agence Nzeng Ayong;Chèque BICIG        ;UBA BANK;51687
09/09/2020;L07_01_20200909_41682;L07;Agence Sainte Marie;Espèces;UBA BANK;900502
10/09/2020;L07_01_20200910_41729;L07;Agence Sainte Marie;Espèces;CITIBANK;85050
10/09/2020;L07_01_20200910_41732;L07;Agence Sainte Marie;Espèces;CITIBANK;768934
11/09/2020;L07_01_20200911_41763;L07;Agence Sainte Marie;Espèces;UBA BANK;113400
11/09/2020;L07_01_20200911_41764;L07;Agence Sainte Marie;Espèces;UBA BANK;786990
14/09/2020;L07_01_20200914_41810;L07;Agence Sainte Marie;Espèces;UBA BANK;94500
14/09/2020;L07_01_20200914_41816;L07;Agence Sainte Marie;Espèces;UBA BANK;1317886
15/09/2020;L07_01_20200915_41860;L07;Agence Sainte Marie;Espèces;UBA BANK;94500
15/09/2020;L07_01_20200915_41861;L07;Agence Sainte Marie;Espèces;UBA BANK;218245
16/09/2020;L07_01_20200916_41899;L07;Agence Sainte Marie;Espèces;UBA BANK;18900
16/09/2020;L07_01_20200916_41900;L07;Agence Sainte Marie;Espèces;UBA BANK;906474
17/09/2020;L07_01_20200917_41945;L07;Agence Sainte Marie;Espèces;CITIBANK;18900
17/09/2020;L07_01_20200917_41951;L07;Agence Sainte Marie;Espèces;CITIBANK;555273
18/09/2020;L07_01_20200918_41987;L07;Agence Sainte Marie;Espèces;UBA BANK;18900
18/09/2020;L07_01_20200918_41992;L07;Agence Sainte Marie;Espèces;UBA BANK;1364272
21/09/2020;L07_01_20200921_42040;L07;Agence Sainte Marie;Espèces;UBA BANK;75600
21/09/2020;L07_01_20200921_42041;L07;Agence Sainte Marie;Espèces;UBA BANK;930185
22/09/2020;L07_01_20200922_42081;L07;Agence Sainte Marie;Espèces;UBA BANK;151200
22/09/2020;L07_01_20200922_42091;L07;Agence Sainte Marie;Espèces;UBA BANK;791794
23/09/2020;L07_01_20200923_42130;L07;Agence Sainte Marie;Espèces;UBA BANK;1214593
24/09/2020;L07_01_20200924_42169;L07;Agence Sainte Marie;Espèces;CITIBANK;9450
24/09/2020;L07_01_20200924_42170;L07;Agence Sainte Marie;Espèces;CITIBANK;991094
25/09/2020;L07_01_20200925_42211;L07;Agence Sainte Marie;Espèces;UBA BANK;103950
25/09/2020;L07_01_20200925_42213;L07;Agence Sainte Marie;Espèces;UBA BANK;1089265
28/09/2020;L07_01_20200928_42265;L07;Agence Sainte Marie;Espèces;UBA BANK;170100
28/09/2020;L07_01_20200928_42270;L07;Agence Sainte Marie;Espèces;UBA BANK;1735050
29/09/2020;L07_01_20200929_42303;L07;Agence Sainte Marie;Espèces;UBA BANK;368550
29/09/2020;L07_01_20200929_42304;L07;Agence Sainte Marie;Espèces;UBA BANK;1469837
30/09/2020;L07_01_20200930_42358;L07;Agence Sainte Marie;Espèces;UBA BANK;18900
30/09/2020;L07_01_20200930_42371;L07;Agence Sainte Marie;Espèces;UBA BANK;1627647
01/10/2020;L07_01_20201001_42424;L07;Agence Sainte Marie;Espèces;CITIBANK;94500
01/10/2020;L07_01_20201001_42427;L07;Agence Sainte Marie;Espèces;CITIBANK;2640279
02/10/2020;L07_01_20201002_42449;L07;Agence Sainte Marie;Espèces;UBA BANK;94500
02/10/2020;L07_01_20201002_42452;L07;Agence Sainte Marie;Espèces;UBA BANK;973956
05/10/2020;L07_01_20201005_42498;L07;Agence Sainte Marie;Espèces;UBA BANK;141750
05/10/2020;L07_01_20201005_42500;L07;Agence Sainte Marie;Espèces;UBA BANK;1278790
06/10/2020;L07_01_20201006_42564;L07;Agence Sainte Marie;Espèces;UBA BANK;141750
06/10/2020;L07_01_20201006_42565;L07;Agence Sainte Marie;Espèces;UBA BANK;1822784
07/10/2020;L07_01_20201007_42606;L07;Agence Sainte Marie;Espèces;UBA BANK;28350
07/10/2020;L07_01_20201007_42607;L07;Agence Sainte Marie;Espèces;UBA BANK;2974400
08/10/2020;L07_01_20201008_42661;L07;Agence Sainte Marie;Espèces;UBA BANK;264600
08/10/2020;L07_01_20201008_42662;L07;Agence Sainte Marie;Espèces;UBA BANK;1347075
09/10/2020;L07_01_20201009_42705;L07;Agence Sainte Marie;Espèces;UBA BANK;103950
09/10/2020;L07_01_20201009_42707;L07;Agence Sainte Marie;Espèces;UBA BANK;551237
09/09/2020;L07_02_20200909_41679;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;193753
10/09/2020;L07_02_20200910_41726;L07;Agence Sainte Marie;Chèque BGFI         ;CITIBANK;328778
10/09/2020;L07_02_20200910_41726;L07;Agence Sainte Marie;Chèque BICIG        ;CITIBANK;86939
10/09/2020;L07_02_20200910_41726;L07;Agence Sainte Marie;Chèque ORABANK      ;CITIBANK;65531
10/09/2020;L07_02_20200910_41726;L07;Agence Sainte Marie;Chèque UGB          ;CITIBANK;424827
11/09/2020;L07_02_20200911_41761;L07;Agence Sainte Marie;Chèque ORABANK      ;UBA BANK;222026
14/09/2020;L07_02_20200914_41809;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;79675
14/09/2020;L07_02_20200914_41809;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;35418
16/09/2020;L07_02_20200916_41897;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;689867
16/09/2020;L07_02_20200916_41897;L07;Agence Sainte Marie;Chèque UGB          ;UBA BANK;120103
17/09/2020;L07_02_20200917_41947;L07;Agence Sainte Marie;Chèque BICIG        ;CITIBANK;125494
18/09/2020;L07_02_20200918_41989;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;849082
18/09/2020;L07_02_20200918_41989;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;252522
21/09/2020;L07_02_20200921_42037;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;136143
21/09/2020;L07_02_20200921_42037;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;141870
21/09/2020;L07_02_20200921_42037;L07;Agence Sainte Marie;Chèque ECOBANK      ;UBA BANK;616275
21/09/2020;L07_02_20200921_42037;L07;Agence Sainte Marie;Chèque ORABANK      ;UBA BANK;519768
22/09/2020;L07_02_20200922_42090;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;5496941
23/09/2020;L07_02_20200923_42128;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;201698
23/09/2020;L07_02_20200923_42128;L07;Agence Sainte Marie;Chèque CITIGROUP    ;UBA BANK;622172
23/09/2020;L07_02_20200923_42128;L07;Agence Sainte Marie;Chèque ORABANK      ;UBA BANK;121017
23/09/2020;L07_02_20200923_42128;L07;Agence Sainte Marie;Chèque UBA          ;UBA BANK;466041
23/09/2020;L07_02_20200923_42128;L07;Agence Sainte Marie;Chèque UGB          ;UBA BANK;90762
24/09/2020;L07_02_20200924_42168;L07;Agence Sainte Marie;Chèque BGFI         ;CITIBANK;205086
25/09/2020;L07_02_20200925_42212;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;59783
25/09/2020;L07_02_20200925_42212;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;84286
25/09/2020;L07_02_20200925_42212;L07;Agence Sainte Marie;Chèque UBA          ;UBA BANK;401625
28/09/2020;L07_02_20200928_42263;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;205976
28/09/2020;L07_02_20200928_42263;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;34449
28/09/2020;L07_02_20200928_42263;L07;Agence Sainte Marie;Chèque UBA          ;UBA BANK;45381
28/09/2020;L07_02_20200928_42263;L07;Agence Sainte Marie;Chèque UGB          ;UBA BANK;45381
30/09/2020;L07_02_20200930_42357;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;310994
30/09/2020;L07_02_20200930_42357;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;25211
01/10/2020;L07_02_20201001_42425;L07;Agence Sainte Marie;Chèque BGFI         ;CITIBANK;133212
02/10/2020;L07_02_20201002_42448;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;15006
02/10/2020;L07_02_20201002_42448;L07;Agence Sainte Marie;Chèque UGB          ;UBA BANK;264524
05/10/2020;L07_02_20201005_42495;L07;Agence Sainte Marie;Chèque ECOBANK      ;UBA BANK;25213
05/10/2020;L07_02_20201005_42495;L07;Agence Sainte Marie;Chèque UGB          ;UBA BANK;25000
06/10/2020;L07_02_20201006_42563;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;210088
07/10/2020;L07_02_20201007_42605;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;10127
07/10/2020;L07_02_20201007_42605;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;85330
09/10/2020;L07_02_20201009_42706;L07;Agence Sainte Marie;Chèque BGFI         ;UBA BANK;805566
09/10/2020;L07_02_20201009_42706;L07;Agence Sainte Marie;Chèque BICIG        ;UBA BANK;543064
09/09/2020;L08_01_20200910_41702;L08;Agence Owendo;Espèces;UBA BANK;2262411
10/09/2020;L08_01_20200910_41711;L08;Agence Owendo;Espèces;UBA BANK;1465775
11/09/2020;L08_01_20200911_41772;L08;Agence Owendo;Espèces;UBA BANK;1516221
14/09/2020;L08_01_20200914_41822;L08;Agence Owendo;Espèces;UBA BANK;2219372
15/09/2020;L08_01_20200915_41845;L08;Agence Owendo;Espèces;UBA BANK;1727709
16/09/2020;L08_01_20200916_41898;L08;Agence Owendo;Espèces;UBA BANK;1891523
17/09/2020;L08_01_20200917_41961;L08;Agence Owendo;Espèces;UBA BANK;864020
18/09/2020;L08_01_20200918_42006;L08;Agence Owendo;Espèces;UBA BANK;3219901
21/09/2020;L08_01_20200921_42049;L08;Agence Owendo;Espèces;UBA BANK;2556807
22/09/2020;L08_01_20200923_42112;L08;Agence Owendo;Espèces;UBA BANK;962215
23/09/2020;L08_01_20200923_42145;L08;Agence Owendo;Espèces;UBA BANK;702360
23/09/2020;L08_01_20200923_42147;L08;Agence Owendo;Espèces;UBA BANK;56700
24/09/2020;L08_01_20200924_42189;L08;Agence Owendo;Espèces;UBA BANK;586767
25/09/2020;L08_01_20200925_42231;L08;Agence Owendo;Espèces;UBA BANK;562901
28/09/2020;L08_01_20200928_42280;L08;Agence Owendo;Espèces;UBA BANK;1497736
29/09/2020;L08_01_20200929_42302;L08;Agence Owendo;Espèces;UBA BANK;1895660
30/09/2020;L08_01_20200930_42365;L08;Agence Owendo;Espèces;UBA BANK;2772546
01/10/2020;L08_01_20201001_42423;L08;Agence Owendo;Espèces;UBA BANK;2003391
02/10/2020;L08_01_20201002_42469;L08;Agence Owendo;Espèces;UBA BANK;2070880
05/10/2020;L08_01_20201005_42515;L08;Agence Owendo;Espèces;UBA BANK;3188264
06/10/2020;L08_01_20201006_42556;L08;Agence Owendo;Espèces;UBA BANK;1597730
07/10/2020;L08_01_20201007_42610;L08;Agence Owendo;Espèces;UBA BANK;3531946
08/10/2020;L08_01_20201008_42637;L08;Agence Owendo;Espèces;UBA BANK;1458738
09/10/2020;L08_01_20201009_42698;L08;Agence Owendo;Espèces;UBA BANK;1184253
09/09/2020;L08_02_20200910_41703;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;69746
09/09/2020;L08_02_20200910_41703;L08;Agence Owendo;Chèque ORABANK      ;UBA BANK;34449
11/09/2020;L08_02_20200911_41775;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;70594
14/09/2020;L08_02_20200914_41823;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;204416
14/09/2020;L08_02_20200914_41823;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;3628273
16/09/2020;L08_02_20200916_41905;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;81405
16/09/2020;L08_02_20200916_41905;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;101125
17/09/2020;L08_02_20200917_41962;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;601434
17/09/2020;L08_02_20200917_41962;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;105042
17/09/2020;L08_02_20200917_41962;L08;Agence Owendo;Chèque UGB          ;UBA BANK;277229
18/09/2020;L08_02_20200918_42007;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;371299
21/09/2020;L08_02_20200921_42052;L08;Agence Owendo;Chèque BGFI         ;UBA BANK;2456627
21/09/2020;L08_02_20200921_42052;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;182500
21/09/2020;L08_02_20200921_42052;L08;Agence Owendo;Chèque ORABANK      ;UBA BANK;282764
22/09/2020;L08_02_20200923_42113;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;118697
22/09/2020;L08_02_20200923_42113;L08;Agence Owendo;Chèque UGB          ;UBA BANK;45381
23/09/2020;L08_02_20200923_42146;L08;Agence Owendo;Chèque BICIG        ;UBA BANK;134209
23/09/2020;L08_02_20200923_42146;L08;Agence Owendo;Chèque UBA          ;UBA BANK;86096
23/09/2020;L08_02_20200923_42146;L08;Agence Owendo;Chèque UGB          ;UBA BANK;592682
